model_version,source,interval_prob,Year,analyte,treatment,n_events,n_rows,volume_mean,volume_low,volume_high,conc_mean,conc_low,conc_high,load_mean,load_low,load_high
v1p7p1,Bayes_Modeled,0.95,2011,NH4,CT,12,12,405305.7433337857,387200.2301589167,424124.38565963984,0.09243297140003719,-0.012108612402848076,0.20058048391468025,37.46591365311713,-5.081288083525616,81.85765685806561
v1p7p1,Bayes_Modeled,0.95,2011,NH4,MT,12,12,419860.9280251939,403256.1338102763,435977.15394965885,0.09763143205152866,-0.0058628980945004015,0.20427661690288273,40.978714098214596,-2.4844210894757652,85.56560503947655
v1p7p1,Bayes_Modeled,0.95,2011,NH4,ST,12,12,420719.9788627746,403200.96062792046,437623.278666603,0.09793824656961786,-0.005745713944297384,0.20718760397841723,41.19075344064285,-2.438258197079472,86.58311917292366
v1p7p1,Bayes_Modeled,0.95,2012,NH4,CT,16,16,540625.5226158007,516618.7746347324,565495.3846718635,0.07847835599902893,-0.01804988707052851,0.18453468770908982,42.40745148349536,-9.870634476935024,100.58709515501093
v1p7p1,Bayes_Modeled,0.95,2012,NH4,MT,18,18,628598.2658744844,604564.9708582812,651647.755121923,0.08252249132532495,-0.016744859592485815,0.18967042775475101,51.85903233131326,-10.2611428030575,122.14282412708252
v1p7p1,Bayes_Modeled,0.95,2012,NH4,ST,16,16,557614.4460551215,537038.8784741746,577124.235781913,0.08240439435493997,-0.018825003510108886,0.1892859543272299,45.93761808990246,-10.486251321517077,105.5533774270335
v1p7p1,Bayes_Modeled,0.95,2013,NH4,CT,14,14,529632.456834561,510464.4822932873,549527.0689423716,0.09832059459466497,-0.0349566572466781,0.2250858805515355,52.069255012201396,-18.89583543501905,118.14900628459583
v1p7p1,Bayes_Modeled,0.95,2013,NH4,MT,14,14,530701.4978768836,511170.24603032495,551062.8581191248,0.09540417206209073,-0.040553898885907505,0.22037851927406327,50.628244963026575,-21.199501971395264,116.8210323578461
v1p7p1,Bayes_Modeled,0.95,2013,NH4,ST,14,14,530701.4978768836,511170.24603032495,551062.8581191248,0.09864786341396012,-0.03520352861784895,0.2250988669010847,52.349880808626,-18.890624892891502,119.00951436604332
v1p7p1,Bayes_Modeled,0.95,2014,NH4,CT,25,25,867787.1521565682,838382.7398810924,896539.9466746203,0.10586887583369034,0.03985334007989534,0.1706252945812563,91.88286800431688,34.14461306327905,149.8471901892409
v1p7p1,Bayes_Modeled,0.95,2014,NH4,MT,8,8,279911.1033538519,268837.1934380884,290660.774814622,0.10063788527109126,0.032105613430046046,0.16766257552213795,28.17195742676254,9.084490023824529,47.47590492813532
v1p7p1,Bayes_Modeled,0.95,2014,NH4,ST,24,24,839733.3100615556,806511.5803142652,871982.324443866,0.10759015411493557,0.04035046513209188,0.17621576818598195,90.35575269835317,34.16818310337496,148.4172235658178
v1p7p1,Bayes_Modeled,0.95,2015,NH4,CT,22,22,745727.4050454964,714684.9548404138,777198.6941107716,0.0957072562311257,0.06670680406936111,0.12631557911560276,71.37861822074929,49.72824248747875,94.59971393662346
v1p7p1,Bayes_Modeled,0.95,2015,NH4,MT,22,22,769913.0268766491,739158.1572188184,799702.3582277503,0.09717521316204623,0.05731953313063459,0.1421411040378213,74.81318723743567,44.89332674710945,109.98304570334022
v1p7p1,Bayes_Modeled,0.95,2015,NH4,ST,22,22,770794.9857365652,739064.1463880608,801062.1181368913,0.10059072064404559,0.06033913387681399,0.14876065736451022,77.53253791757145,46.56241779502176,113.98781530609645
v1p7p1,Bayes_Modeled,0.95,2016,NH4,CT,8,8,212417.56191771847,188663.97029870894,236048.7958101017,0.13222276462071883,0.08432686398891416,0.18193912392867465,28.0955225394108,18.0364327738286,39.31578946487582
v1p7p1,Bayes_Modeled,0.95,2016,NH4,MT,8,8,213286.15776460557,189451.98020571406,237094.18161331577,0.12944440862128473,0.07955318855744846,0.18100622626838628,27.616540903220354,17.02447866951377,39.20722557595657
v1p7p1,Bayes_Modeled,0.95,2016,NH4,ST,8,8,213162.0726436217,189335.41391096526,236981.11419700092,0.1326216234942348,0.08376444101869494,0.18417392818441347,28.28013907440114,17.867206473219852,39.955152808640705
v1p7p1,Bayes_Modeled,0.95,2017,NH4,CT,30,30,1111410.176538146,1067162.5580331823,1157502.6373436188,0.10569378636562457,-0.010830337350240568,0.2205455670919659,117.49312686890423,-12.266113854126562,239.93387024550043
v1p7p1,Bayes_Modeled,0.95,2017,NH4,MT,24,24,908370.8799923235,875444.1787375235,942735.8973080958,0.10756059550570882,-0.008710247791777335,0.2238311557619711,97.7396525668975,-7.737083816859085,202.21750255113326
v1p7p1,Bayes_Modeled,0.95,2017,NH4,ST,29,29,1098081.9222169921,1058216.0345875567,1139648.7752038115,0.11092107350560809,-0.006691679064920037,0.22797842481747116,121.844149750329,-7.207909118076438,248.58958789750028
v1p7p1,Bayes_Modeled,0.95,2018,NH4,CT,10,10,405454.0141125399,233180.88877849397,575259.9905813948,0.12069322232352007,-0.0018170928315864323,0.2300915504093562,48.11766270839198,-0.7912104260836821,110.57984682717026
v1p7p1,Bayes_Modeled,0.95,2018,NH4,MT,10,10,413901.34734874964,241743.30829859013,582995.3866154861,0.11689416392504096,0.002895176524746535,0.2331507707327427,49.28814938338403,1.2168495134136899,108.85930857284798
v1p7p1,Bayes_Modeled,0.95,2018,NH4,ST,10,10,413901.34734874964,241743.30829859013,582995.3866154861,0.12013785527691034,0.00774520531019056,0.23463986730322803,50.608751702120884,2.40679149731406,112.6929436989987
v1p7p1,Bayes_Modeled,0.95,2019,NH4,CT,2,2,99885.46990118944,96372.32566782835,103074.13403473006,0.13767595101634786,0.014291759209864438,0.24834019948853736,13.753486707098139,1.4113292409222156,24.828925108885702
v1p7p1,Bayes_Modeled,0.95,2019,NH4,MT,2,2,99885.46990118944,96372.32566782835,103074.13403473006,0.13443225966447847,0.013843276394943236,0.24541113927026634,13.429811856893915,1.3588483292612539,24.53076261274293
v1p7p1,Bayes_Modeled,0.95,2019,NH4,ST,2,2,99885.46990118944,96372.32566782835,103074.13403473006,0.13767595101634786,0.014291759209864438,0.24834019948853736,13.753486707098139,1.4113292409222156,24.828925108885702
v1p7p1,Bayes_Modeled,0.95,2020,NH4,CT,20,20,700842.0269222991,671960.0994909306,728534.6551118072,0.09784045000071505,0.019125353656447963,0.16903944477025135,68.58399392724286,13.261080876475388,117.99107130648821
v1p7p1,Bayes_Modeled,0.95,2020,NH4,MT,20,20,699923.3197765531,671959.6047313667,727007.9806235237,0.09439988599973842,0.01730486018709477,0.16102360726818457,66.084830233229,12.127094799319822,114.0380645403794
v1p7p1,Bayes_Modeled,0.95,2020,NH4,ST,20,20,701355.0711725209,671986.8290820706,729670.4430841042,0.09795039186969702,0.018728224563405088,0.1697191308963909,68.71126073695419,12.996468028842301,118.66747588551098
v1p7p1,Bayes_Modeled,0.95,2021,NH4,CT,31,31,1047169.2911343317,1000476.2996787631,1095691.498779568,0.08687360301630283,0.007967577662980934,0.171169578517997,90.9916452757136,8.241939078442332,178.84788891640997
v1p7p1,Bayes_Modeled,0.95,2021,NH4,MT,31,31,1074595.0856871759,1038791.265769389,1110634.796033496,0.08742162775048588,0.004768105753278169,0.16802876091176838,93.95206044842723,5.097946526227003,180.79754383173437
v1p7p1,Bayes_Modeled,0.95,2021,NH4,ST,29,29,1003501.7368860213,970332.8618089657,1036682.553124916,0.09136035366010695,0.009166437088988896,0.17326647478991086,91.69183796045571,9.15282438012575,173.3903579526664
v1p7p1,Bayes_Modeled,0.95,2022,NH4,CT,45,45,1562049.0882882322,1509107.480706458,1613813.2825261331,0.08930688111408695,0.0060882882644952615,0.17044751454537527,139.51780388137826,9.501423410960024,267.43055573578675
v1p7p1,Bayes_Modeled,0.95,2022,NH4,MT,47,47,1634636.2310458464,1576268.0518740243,1689859.473213173,0.08625297058700286,0.0040858164060185425,0.1678055586496623,141.0060127910785,6.795191456541929,276.8713078099344
v1p7p1,Bayes_Modeled,0.95,2022,NH4,ST,47,47,1632953.9231555841,1576486.5157168985,1687286.1650391854,0.08934325467982765,0.006393097488267252,0.17034638585602474,145.91095548185677,10.467289201517456,281.3787169365663
v1p7p1,Bayes_Modeled,0.95,2023,NH4,CT,45,45,1891604.703247077,1839537.5245296792,1943185.1576235592,0.10562029880212147,-0.0020665662823135355,0.22027057815005058,199.76165883824723,-3.9002520442773934,420.1576995988909
v1p7p1,Bayes_Modeled,0.95,2023,NH4,MT,51,51,2123551.0604774887,2063157.753034573,2182407.415238467,0.10524736824019294,-0.0047228680706824615,0.22440400631028942,223.46847907373382,-10.003172325382472,474.53948441947665
