Year,CT_mod_volume_kL_mean,MT_mod_volume_kL_mean,ST_mod_volume_kL_mean,CT_mod_volume_kL_low,MT_mod_volume_kL_low,ST_mod_volume_kL_low,CT_mod_volume_kL_high,MT_mod_volume_kL_high,ST_mod_volume_kL_high
2011,134.83534227254023,115.24369506776468,117.58612881817668,94.20085380037182,73.29730122174173,79.53248352344788,174.83914609434495,161.794171870261,157.3030927319125
2012,197.82120009512957,162.26012314067634,150.75475497891392,127.66071496017739,113.1249102102413,97.12579649354768,268.05954262862866,212.03770238541347,206.10958125118165
2013,180.69607226113624,175.3944637358185,153.12644736839596,130.7307839242477,131.27227397897602,111.27404925890336,228.22807815346582,227.24684582310996,195.17318466090225
2014,140.52273581465045,83.2002582687293,87.84864342343731,107.19817683247047,46.73214043241992,52.36812949678376,174.62730555032957,121.21659768764879,125.07971076250263
2015,155.6851223719953,96.71659043751932,91.28967791768333,117.0726990516919,64.17745671400179,59.242465482570275,195.14703987937554,131.32927264595696,124.72599977103589
2016,61.08595048467062,28.99002525025459,37.57850770124874,40.644219991392994,9.723331500346259,17.43548027315647,82.61548691372451,49.74889821827525,57.29861513574984
2017,209.52783325342452,123.35814452346112,113.59245411294636,159.87270036934495,89.16156933252238,80.55120063849155,254.89006303543513,157.05326796634716,148.11868610823777
2018,156.65217223705363,138.09544749133943,137.70021994865823,83.70102379536151,69.72593818133242,69.53119183530758,244.6424920181958,221.78252317820434,220.2645427961474
2019,30.335225765992732,30.39322733863872,30.499458038559904,12.371995632091974,12.263463559523958,11.815024600310663,47.80962646649845,48.79614977140827,48.76174450819588
2020,185.0819827374712,117.23648954267692,123.08480921329672,126.83070182177904,70.13577794047032,83.69069982112366,241.43210102057046,164.25196574185742,164.5236370206336
2021,166.9966586989308,105.25340490358114,217.41111913122543,119.869744966165,61.83163317521733,166.50209207216298,214.6775885972193,156.5277166429837,265.14735866621805
2022,235.19043227516784,348.6220631541965,355.9346484343899,172.03845327064644,292.9842121819963,295.437954803243,297.8669236374572,406.16092532894277,415.5058751917449
2023,240.4079928968182,343.68373375901143,318.98415810921296,196.0559049165508,294.7246378123604,270.3851484023513,286.80539284773033,387.9790646791809,365.6711679815499
2024,145.40014823478234,222.08946443482918,213.17011209975337,111.94067712484832,188.270649237842,184.043390533279,178.97298074255679,254.28983475454518,241.4982011407426
2025,272.8076275615254,354.541543647706,364.98417746835315,223.06880147613322,309.36776113197277,324.6575387111106,319.70154329636733,400.5822376652093,407.4037815171263
Total,2513.046496961289,2445.078674696203,2513.5453167642518,1823.2574519332736,1826.7930566109649,1903.5926459457896,3210.3153108818997,3100.7971743593444,3142.585179243881
