analyte,CT_mod_load_sum_mean_kg,MT_mod_load_sum_mean_kg,ST_mod_load_sum_mean_kg,CT_mod_load_sum_low_kg,MT_mod_load_sum_low_kg,ST_mod_load_sum_low_kg,CT_mod_load_sum_high_kg,MT_mod_load_sum_high_kg,ST_mod_load_sum_high_kg,MT_pct_red_mean,MT_pct_red_low,MT_pct_red_high,ST_pct_red_mean,ST_pct_red_low,ST_pct_red_high
NH4,0.29480165569372463,0.2787429326486899,0.2891057958747032,0.15133006614926398,0.12306479882620498,0.12617852161476747,0.5123342334086012,0.5124927551909397,0.5223053204218271,5.104661557389076,-30.187092716436048,35.9460020716424,1.4428549608706687,-34.573568474972575,32.236966704229474
NO2,0.978702286416573,0.8029027574943075,0.8269627700704014,0.42962940733342025,0.37526162510346994,0.3928170764124351,1.999986120278314,1.5545302498408904,1.6019238458515022,15.573506969032186,-17.819308845335453,41.95438001003911,12.98697599695899,-22.26428506405778,41.02729569906225
NO3,17.67325197980286,16.850259316779216,17.112496013799134,14.895190823480256,14.221630257361724,14.504321306209954,20.650896458049672,19.67452566351421,19.911125300448177,4.375101690631377,-11.422576752998483,18.022131823895116,2.8855058386274357,-12.39278530043125,16.066633025060085
OP,0.39328491739849103,0.4383878253472868,0.44894596097678746,0.2532829474104595,0.30121238083786284,0.2993840003117928,0.5488486127284384,0.5926896190211322,0.6110582830142574,-12.847178870724038,-43.88548291379233,11.087236814252883,-15.495858627857142,-45.07222787202977,7.690076354141846
Se,0.016420613207900947,0.014541444569488181,0.015078713553729292,0.013177786729100457,0.01130899324877382,0.011913268959588793,0.020228203604880268,0.017832505640631244,0.01813690662468794,11.219931300115467,-4.732440634679908,25.46577036801502,7.886906468602025,-7.917822234361137,21.75662025791624
TDS,2132.787657738954,2166.148327373305,2218.4230160982024,1524.815717946002,1571.0139650456458,1612.7121763762132,2808.5116216737274,2768.7025029595716,2830.0020739496977,-2.2210216194364145,-20.39638540018747,13.087918690873627,-4.658445483375755,-22.18172580963583,11.356061659120902
TKN,8.538162930190348,7.986603260891581,8.497242664010315,6.046584632001086,5.66140941379687,5.980421735790435,11.63125227282239,10.880379402749156,11.4711782259161,5.726501306431965,-20.527846795323978,26.24824899221287,-0.327769958259858,-27.17537298419063,21.906124109208285
TN,14.840226664766776,13.908045961728343,14.278008369153557,8.328829571143972,6.7611115923458645,7.013227430644013,23.625182011168107,22.653514774557667,23.296041361649216,6.565388037583459,-17.782982733345914,29.04387228921054,4.052649190233775,-20.325591265272454,26.28341604501376
TP,1.5831764944566875,2.0253906907828707,1.895154725362596,0.3694957062171668,0.7714781125481538,0.5279372517303743,3.3532727016883737,3.9216199774712095,3.8125763321403783,-41.08360391897957,-155.95124045504454,11.822074750805998,-25.31699147382979,-97.22106721760736,19.70800572281917
TSS,2058.2547111056747,1886.7290773326501,1857.910772080585,821.5847537270155,777.9162875948166,674.8381086221597,4007.0548312644346,3586.577835586157,3685.680914427413,6.369586795916706,-34.60208404261354,36.787382366387945,9.163543928753985,-27.53754072485342,39.85552178587898
