Analyte,Treatment,method,n,MAE,RMSE,NRMSE_mean,NRMSE_range,NRMSE_sd,Coverage,MeanWidth,IntervalProb,CRPS,CRPS_norm_mean
Volume,ALL,Bayes,35,402.32721110387024,472.07308992816274,0.8594803772378358,0.2250782125615228,0.6848449015280544,0.1428571428571428,175.63204498182236,0.95,,
Volume,ALL,ML,35,231.10328575051835,347.6016764534096,0.6119353890075268,0.1609235568053905,0.4837665305619443,0.0857142857142857,637.4476068579935,,,
